id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46365249,Vacation house with jungle vibe near DWTN,259870806,Mahshid,,78704,30.23208,-97.77902,Entire home/apt,97,1,105,2025-02-17,2.01,9,123,27,
46398957,Mins to Downtown + SxSW - Historic Home with Pool!,138398089,GuestSpaces,,78703,30.27835,-97.75229,Entire home/apt,1062,3,54,2025-02-23,1.03,19,4,11,
46410855,Central ATX Brentwood 2br / 2ba Bungalow,60160809,Christine,,78757,30.332,-97.72564,Entire home/apt,,30,1,2021-07-23,0.02,1,0,0,
46412123,Artist Decorated Condo | Domain | Extended Stay,337104866,Meena,,78758,30.40812,-97.70039,Entire home/apt,116,30,16,2024-10-16,0.32,2,159,3,
46414295,"Kozy Kottage 1/1 - Heart of SoCo, Minutes to DT",346286485,Kohji,,78704,30.23753,-97.74329,Entire home/apt,61,30,21,2025-01-15,0.43,2,0,5,
46427250,Quaint Cottage in Hip Brentwood,120975504,Melissa,,78756,30.32848,-97.73311,Entire home/apt,133,1,255,2025-03-02,4.90,1,52,45,
46465688,Cozy private room near COTA and McKinney Falls,301354524,Brian,,78744,30.15009,-97.7173,Private room,,1,3,2025-01-20,0.63,1,0,3,
46480873,Summer oasis with a Mid-century modern feel,375970401,Jing,,78703,30.29057,-97.75783,Entire home/apt,129,30,5,2023-04-30,0.10,1,329,0,
46485666,"Kasa | ATX 1BD, Lady Bird Lake | Austin",88566861,Kasa,,78701,30.26391,-97.74114,Entire home/apt,600,1,311,2025-03-05,5.96,9,290,88,
46489768,Trendy South Congress Home w/ fire place & MORE!,238970527,Savannah,,78745,30.20506,-97.77863,Entire home/apt,159,2,90,2025-03-09,1.74,1,167,21,
46490468,Trendy Townhome in SOCO-Gr8 location-shop-fun&fam,215069225,Alexander,,78704,30.22656,-97.75586,Entire home/apt,75,2,219,2025-02-23,4.24,1,151,41,
46513674,Modern Train Depot Farmhouse: Private 1 acre oasis,140140159,Melisa,,78727,30.41956,-97.73796,Entire home/apt,318,2,185,2025-03-02,3.55,1,12,19,
46528916,Rock Way Getaway,376301532,Linda,,78736,30.23223,-97.93317,Entire home/apt,587,7,66,2024-02-18,1.27,2,65,0,
46529406,Downtown Cozy & Elegant Hideout,24328993,Matt,,78701,30.27975,-97.74538,Entire home/apt,129,2,168,2025-03-03,3.21,6,331,28,
46564788,Mueller Summer Home for Families & Remote Workers,64051329,Sara,,78723,30.29574,-97.70189,Entire home/apt,,90,5,2024-07-11,0.12,1,0,1,
46565036,Delightful + Exquisite Loft on 6th Street - Walk Downtown,88769927,Jason,,78702,30.26497,-97.73209,Entire home/apt,131,1,433,2025-03-06,8.28,17,320,104,
46570042,East Side Comfort,99701725,Matt,,78702,30.27739,-97.71368,Private room,111,1,2,2022-10-24,0.05,1,365,0,
46580900,Platinum in the Hill Country 30m to Airport,5341252,Peter,,78737,30.19478,-97.9969,Private room,62,5,54,2025-03-08,1.07,2,0,10,
46584997,South Austin House,72182681,Nick,,78747,30.13864,-97.76507,Private room,,30,3,2021-05-04,0.06,1,0,0,
46601193,"2bd/2ba, Near St. David's MC, Airport, Great Spot!",87608692,Kenton,,78744,30.19159,-97.74085,Entire home/apt,150,28,22,2025-03-10,0.91,2,283,14,
46625449,Cute East Austin Modern Farmhouse,6724024,Vincent,,78702,30.26343,-97.71096,Entire home/apt,,12,6,2024-09-29,0.13,2,2,2,
46638773,"Bright, comfy and centrally located 1br apartment",1227048,Morgan,,78741,30.24072,-97.72139,Entire home/apt,,3,15,2022-08-16,0.29,1,0,0,
46647163,"Sunny Hyde Park Cottage, minutes from DT Austin!",33945801,Julia,,78751,30.30087,-97.71737,Entire home/apt,129,3,90,2025-02-23,1.76,1,66,21,
46683288,"SoCo Retreat, Steps to South Congress, 2 BD, 2 BTH",25490737,Jerry And Kathy,,78704,30.24871,-97.75106,Entire home/apt,362,2,105,2025-02-09,2.05,1,304,13,
46693455,3bdrm/2ba entire home w/fenced backyard,35569603,Emlyn,,78745,30.1899,-97.78735,Entire home/apt,160,3,14,2024-12-29,0.28,1,313,4,
46693559,East Austin New Build,261199418,Ana,,78702,30.26004,-97.69675,Entire home/apt,,2,3,2021-05-30,0.06,1,0,0,
46694007,So Austin Gem w/Pool & Guesthouse (rents together),2273418,Carol,,78745,30.20143,-97.80751,Entire home/apt,,4,7,2023-03-18,0.16,2,0,0,
46711005,Kenwood Kottage 3/2 in Austin’s uber trendy 78704!,346286485,Kohji,,78704,30.23878,-97.7449,Entire home/apt,103,30,26,2025-01-02,0.52,2,0,4,
46726317,Economical Eastside Studio near airport & downtown,36075426,Colleen,,78721,30.25652,-97.6853,Entire home/apt,85,1,209,2025-02-24,4.05,19,0,71,
46730105,Modern 3BR | Patio | Firepit | W/D,109638288,Vacasa Texas,,78704,30.2472,-97.75237,Entire home/apt,1292,2,110,2024-12-31,2.15,51,356,16,
46748589,Goldilocks said it perfect - It's JUST RIGHT!,111612422,John,,78729,30.45668,-97.75343,Entire home/apt,165,7,15,2024-12-31,0.33,2,127,7,
46751993,"Extended Stay Cottage near trails, Q2, Domain",43508250,Tara,,78753,30.38339,-97.66063,Entire home/apt,189,30,13,2024-10-06,0.30,1,179,2,
46768252,"Beautiful, safe and cozy home nestled in nature.",141326117,Denisha,,78732,30.37327,-97.89022,Private room,34,15,6,2022-04-29,0.12,1,365,0,
46779967,Spacious Private Room 15 min to Downtown/COTA,182825787,Maryalice,,78744,30.17567,-97.75425,Private room,49,2,71,2025-02-20,1.37,1,326,19,
47906996,❀ Enchanting Lavender Wisteria Garden ❀ East DT,84767145,Lucy,,78723,30.29012,-97.67816,Private room,64,1,11,2024-10-14,0.22,8,82,5,
47921932,E Austin Oasis w Balcony - Workstation Available,9475947,Suana,,78702,30.2561,-97.73224,Private room,,2,60,2024-06-23,1.22,5,0,3,
47922270,Comfy E Austin Oasis - Workstation Available,9475947,Suana,,78702,30.25397,-97.73088,Private room,,2,57,2024-06-30,1.14,5,0,2,
47922431,Condo Estelle . Cozy UT Hideaway .  Free Parking,343836805,Juno,,78701,30.27963,-97.74612,Entire home/apt,131,2,204,2025-03-02,4.10,23,329,24,
47922481,Hestia: Extended Stay Chic Retreat N. Austin,544161732,Hestia,,78727,30.437660011545468,-97.74481628468553,Entire home/apt,126,1,15,2025-02-19,0.31,13,357,10,
47925020,Tarrytown Guest House with Private Patio,386282496,John,,78703,30.29349,-97.76597,Entire home/apt,,2,84,2024-11-30,1.69,1,0,7,
47933069,Retro South Austin Minutes from Downtown!,48627568,Kyle,,78744,30.19248,-97.74628,Entire home/apt,,2,0,,,1,0,0,
47961041,Room in quirky cozy southeast home!,9819431,Alicia,,78741,30.23053,-97.71162,Private room,,2,0,,,2,0,0,
47961078,North Austin Townhouse,169708070,Logan,,78757,30.34647,-97.7326,Entire home/apt,90,31,65,2025-01-15,1.34,3,116,5,
47961333,"South Austin-Great Kitchen, Private Yard, 4milesDT",20234127,Josie Noel,,78745,30.22907,-97.78747,Entire home/apt,130,28,24,2025-01-07,0.50,2,87,10,
47964106,Airy One Bedroom Guest Apartment,144573417,Miranda,,78745,30.22281,-97.78908,Entire home/apt,,2,9,2025-02-23,1.50,1,0,9,
47964780,Top floor unit w/king bed & desk in N. Ctr. Austin,7965819,Ann,,78757,30.35474,-97.73654,Entire home/apt,125,30,15,2025-02-10,0.31,1,2,4,
47965881,Enjoy Heated Waterfall Pool + Art at SOCO Gallery,3626574,Bill,,78704,30.24656,-97.74578,Entire home/apt,310,1,347,2025-02-21,7.10,6,312,75,
47977188,"Apartment at Inspire on 22nd West Campus, UT",386760704,Aalia,,78705,30.28607,-97.74528,Private room,,365,0,,,1,0,0,
47987667,Barton Hills/S. Lamar / Zilker Guest Suite,75664993,Gena,,78704,30.24474,-97.78454,Entire home/apt,132,2,36,2024-11-15,0.85,1,184,8,
47239274,Central SW Austin 4/2 w/ fenced backyard (30 day),1523587,Dallas,,78749,30.2188,-97.84897,Entire home/apt,640,3,9,2024-10-20,0.19,16,315,1,
47272891,"(hot tub) 7 Bedroom Domain Retreat+2 Homes,Fosball",499072196,Lisa,,78727,30.43732,-97.73402,Entire home/apt,222,2,212,2025-02-20,4.17,7,247,50,
47291879,Home away from home,250591111,Schivona,,78702,30.26508,-97.71717,Private room,65,1,53,2025-02-20,3.11,1,82,40,
47292123,Huge Group Compound | Heart of ATX | Sleeps 41,9796520,Preston,,78741,30.24432,-97.73032,Entire home/apt,1487,3,5,2024-09-22,0.26,5,278,1,
47330115,Architectural Masterpiece w/ Saltwater Pool & Spa,117357531,Austin,,78703,30.29849,-97.7808,Entire home/apt,,5,8,2021-08-27,0.16,1,0,0,
47331054,Modern Designer Condo Close to Downtown Austin!,256882822,Annette,,78703,30.27408,-97.75673,Entire home/apt,206,1,186,2025-02-04,3.67,25,341,31,
47355506,Simple Comfy Room,352756512,Jorge,,78757,30.34619,-97.74669,Private room,,1,0,,,1,0,0,
47357269,Urban living near the Domain and Austin FC Stadium,2030557,Gabriel,,78758,30.40319,-97.70846,Entire home/apt,81,90,8,2024-08-17,0.20,1,294,2,
47358510,Modern East Austin gem: centrally located studio,326009488,James,,78723,30.29373,-97.68034,Entire home/apt,50,60,12,2024-12-06,0.24,2,178,2,
47392344,test,28365769,Nishtha,,78705,30.29331,-97.72457,Private room,5000,1,0,,,1,89,0,
47397042,Modern 3 story home w/in minutes from Downtown,382629741,Shanon,,78702,30.26293,-97.73235,Entire home/apt,,3,187,2025-02-09,3.82,2,88,24,
47421475,AMAZING GUEST FARMHOUSE - PRIVATE YET CLOSE TO ALL,64554019,Todd,,78737,30.20361,-97.98988,Entire home/apt,108,2,83,2025-03-01,1.66,1,6,14,
47431294,East side oasis with incredible backyard and pool!,19159030,Katherine,,78721,30.26832,-97.68284,Entire home/apt,,2,58,2023-10-23,1.18,2,0,0,
47444007,"South Austin Retreat - Peace, Love, & Krebs",129618273,Markham,,78704,30.22685,-97.76876,Entire home/apt,357,2,14,2025-03-09,0.41,1,0,2,
47446861,The Retreat on Rainey Street,15244076,Samantha,,78701,30.25318,-97.73827,Entire home/apt,253,2,270,2025-03-03,7.48,1,181,92,
47446946,Renovated Home w/Private Yard Near Austin Hotspots,124060715,Evolve,,78745,30.20129,-97.78775,Entire home/apt,191,3,17,2024-10-14,0.35,27,282,5,
47448369,Sunny Treehouse Calm room with shared bath,21408258,Adam,,78745,30.20265,-97.78158,Private room,,2,73,2023-07-27,1.45,4,90,0,
47449339,The Full EastSide Cottage,300958221,Michael Armand,,78702,30.25332,-97.71762,Entire home/apt,387,1,67,2024-10-06,1.37,3,27,11,
47450499,Lake Travis waterfront AWESOME  5 bedroom retreat,334594296,Deborah,,78734,30.38096,-97.95675,Entire home/apt,700,3,31,2024-09-02,0.80,1,335,3,
47455458,Large 2 Room 2 Bath Downtown Lake/Capital 6 Month,8402421,Andy,,78701,30.26813,-97.74439,Entire home/apt,236,90,4,2023-08-11,0.08,6,191,0,
47487893,Work Remotely-Private Room/SE Austin - shared bath,299606671,Dina,,78747,30.13928,-97.76299,Private room,61,29,3,2021-10-02,0.06,23,365,0,
47488119,Bright bedroom in Sleek 2br/1Ba AApartment,98801104,Kaya,,78741,30.2234,-97.70539,Private room,,2,2,2021-03-07,0.04,1,0,0,
47509227,Modern Apartment in the Middle of it All,11063837,Carrie,,78704,30.23627,-97.7683,Entire home/apt,149,2,105,2025-03-03,2.11,3,325,36,
47515383,"1 BEDROOM CONDO DOWNTOWN AUSTIN, TX",372793610,Dalton,,78701,30.27196,-97.74846,Entire home/apt,265,2,3,2024-05-11,0.06,4,0,1,
47515870,Wyndham Austin Resort | 2BR/2BA Balcony,372793610,Dalton,,78701,30.271635055541992,-97.74756622314453,Entire home/apt,928,2,15,2024-05-16,0.30,4,0,3,
47528462,Wyndham Austin Resort | 2BR/2BA Balcony,372793610,Dalton,,78701,30.271635055541992,-97.74756622314453,Entire home/apt,928,2,2,2021-10-24,0.04,4,50,0,
47529558,"STUDIO ON 8TH STREET-AUSTIN, TX!",372793610,Dalton,,78701,30.27252,-97.74721,Entire home/apt,310,2,5,2024-04-28,0.12,4,61,1,
47545149,Work Remotely-Room/Shared Bath mins To The Domain,299606671,Dina,,78754,30.36217,-97.63849,Private room,38,15,6,2023-05-21,0.12,23,365,0,
47552631,The Pink Door Austin,37908712,Priscilla,,78758,30.3576,-97.71341,Private room,77,2,66,2023-10-21,1.31,2,0,0,
47559470,"Quirky, spacious house in southeast Austin!",9819431,Alicia,,78741,30.22922,-97.71324,Entire home/apt,,2,0,,,2,0,0,
47565390,TX Doll House at CampEZ in SxSAustin TX,1568741,Jim O',,78745,30.20975,-97.76912,Private room,62,2,84,2025-03-09,1.69,19,177,19,
47569659,Modern Apartment Close to UT!,143769892,Mariel,,78751,30.318777053496667,-97.72989313042793,Entire home/apt,,1,4,2025-02-21,0.34,1,0,4,
47589430,The Unforgettable Hill Mansion Vacation | Pool | Events allowed | Spa - Sleeps 31!,357669078,Redouane,,78737,30.22943,-97.99324,Entire home/apt,,2,0,,,1,0,0,
47596836,Cozy South Congress Home with treehouse-like view,6037067,Mali'S Theme,,78704,30.24424118188623,-97.73903239926621,Entire home/apt,159,2,92,2025-01-25,2.00,5,99,17,
47715668,Beautiful home with exotic backyard and pool,66993723,Carlos,,78750,30.45079,-97.79733,Entire home/apt,80,28,4,2023-08-15,0.09,1,362,0,
47720637,"The Country ""Tree House"" on the Lake",179123795,Caleb,,78734,30.38811,-97.96815,Entire home/apt,233,2,88,2025-02-16,1.88,1,317,27,
47721046,BRAND NEW 3/3.5 | 2500+ Sq Ft | 1 Mile to Downtown,384450529,Charles,,78741,30.24413,-97.72708,Entire home/apt,,2,23,2022-05-22,0.46,2,0,0,
47721386,Historic Casita in Highly Walkable Area Downtown,120111086,Megan,,78702,30.26007,-97.73001,Entire home/apt,129,1,50,2025-01-15,0.99,1,0,19,
47724409,North Campus Bungalow,2141281,Melanie,,78705,30.2946,-97.72759,Entire home/apt,,31,0,,,4,36,0,
47743448,Extended Stay Studio@Colton House on S Congress(2),367670680,Martin,,78704,30.237497,-97.755234,Entire home/apt,307,5,7,2024-10-22,0.14,15,53,1,
47746474,Brooklyn House  *BEST LOCATION*,817049,Cory,,78704,30.24401,-97.7476,Entire home/apt,,2,12,2024-08-06,0.25,3,0,1,
47747216,"Cozy, Hip Bungalow in Central Austin",352881984,Mirela,,78756,30.32863,-97.73167,Entire home/apt,,2,82,2023-08-04,1.64,1,0,0,
47757414,Upstairs Room in Loft - 5min Walk to the Boardwalk,5575479,Vi,,78741,30.24116,-97.73292,Shared room,,1,23,2023-05-21,0.46,3,0,0,
47769987,"East Austin Gem: Modern, Pet-Friendly & Central",20672269,Sarah,,78702,30.27555,-97.71439,Entire home/apt,139,30,7,2023-10-11,0.17,2,4,0,
47771824,"The ATX Recharge: Quiet, Convenient, & Central",1299791,Patrick,,78723,30.29493,-97.6845,Entire home/apt,135,1,139,2025-02-23,2.77,2,0,22,
47782518,"Cozy, Quiet Loft in the Heart of Austin",24135949,Marc,,78702,30.26266,-97.71847,Entire home/apt,208,1,96,2024-11-15,2.67,1,90,15,
47783195,The Lake Chalet on Lake Travis - House with a view,32835757,Heather,,78734,30.38055,-97.95908,Entire home/apt,180,2,115,2025-03-09,2.44,1,5,20,
47783369,"EXPERIENCE OUR UNIQUE VIEW, WITH PEACE & SOLITUDE!",385121277,Mountain Star Lodge,,78738,30.32319,-97.95363,Private room,168,1,29,2023-07-29,0.59,1,269,0,
47797555,South Austin Group Retreat/Swimspa/Backyard FUN!,300354917,Chris & Rose,,78736,30.24056,-97.91789,Entire home/apt,441,2,117,2025-03-14,2.33,3,334,24,
47800632,CampEZ-2 in SxSAustin TX,1568741,Jim O',,78745,30.2099,-97.77079,Entire home/apt,24,2,21,2024-04-13,0.44,19,365,4,
47803786,Luxury Studio Double on South Congress with WiFi,367670680,Martin,,78704,30.237497,-97.755234,Entire home/apt,,2,8,2021-08-01,0.16,15,0,0,
47828808,1 Bedroom/bath in Townhome surrounded by woods.,385492625,Steve,,78748,30.19099,-97.83785,Private room,71,30,2,2024-04-09,0.09,1,88,1,
47834052,Private Bed & Bath in South Austin Artist’s Home,62998835,Lauren,,78745,30.20623,-97.79821,Private room,,2,76,2024-12-15,1.63,1,0,18,
47834172,Luxury Studio Double on South Congress (2),367670680,Martin,,78704,30.237497,-97.755234,Entire home/apt,,2,13,2024-11-10,0.27,15,0,2,
47861753,Urban Retreat Near Zilker Heart of Austin,24916491,Maggie,,78704,30.24527,-97.77838,Entire home/apt,309,1,140,2025-03-04,2.98,3,338,30,
47869382,Austin Retreat - No service fee or checkout tasks!,64572112,Zachary,,78745,30.2246,-97.79443,Entire home/apt,353,2,175,2025-03-03,3.50,1,161,39,
47869682,Stunning Lake Travis Retreat,132665147,Kimberly,,78734,30.41101,-97.93575,Entire home/apt,359,1,222,2025-02-16,4.47,5,311,41,
47870705,1bd Guesthouse in Oak Hill area,49504129,Ross,,78749,30.23189,-97.84603,Entire home/apt,117,2,81,2025-02-16,1.76,1,171,9,
47870960,Casita Bonita. Private getaway in the heart of Tx,34705731,Dominic,,78744,30.14975,-97.71569,Entire home/apt,72,2,278,2025-03-09,5.70,1,0,44,
47893150,5 star Quiet room- NO cleaning Fee,375945296,Nury,,78728,30.4611,-97.68271,Private room,,3,39,2024-11-25,1.83,2,0,23,
47903696,! Hip East Austin Bungalow Haven with Backyard !,1455701,Jules,,78702,30.25432,-97.72147,Entire home/apt,417,3,115,2025-03-02,2.33,3,210,41,
47905814,Sunny SoCo House: Explore Austin with Ease!,150360239,Emma And Will,,78704,30.23373,-97.75311,Entire home/apt,215,1,115,2025-02-23,2.75,1,158,52,
48653089,"Eastside Home | Close to Dining, Bars & More",27209771,Jenn,,78702,30.26867,-97.7101,Entire home/apt,,1,123,2024-10-21,2.60,1,0,14,
48654692,Beautiful 3/2 home close to DT Austin! pool&gym,270024414,Nick,,78744,30.16483,-97.72846,Entire home/apt,132,2,21,2023-11-13,0.47,2,347,0,
48663524,Magnolia Lakehouse,103068619,Thuy,,78734,30.36897,-97.93634,Entire home/apt,219,2,135,2025-03-09,2.79,2,297,58,
48663743,Texas Capitol Loft by PMI Austin Metro,341861648,PMI Austin Metro,,78703,30.27585,-97.75281,Entire home/apt,122,30,12,2024-12-11,0.26,17,347,2,
48672873,Kasa | Sunny Suite Near Convention Center | Austin,88566861,Kasa,,78701,30.26404,-97.74161,Entire home/apt,587,2,61,2024-12-21,1.27,9,268,11,
48674478,Upper East Side Bedroom,19597913,Mark,,78723,30.3062369,-97.6634843,Private room,32,30,0,,,1,338,0,
48676678,Poquito Street Oasis,11770384,Christine,,78702,30.27971,-97.71888,Entire home/apt,,2,0,,,2,0,0,
48691651,Downtown Luxury 2 blocks from Rainey St. w/hot tub,10019357,Stefanie,,78702,30.25753,-97.73214,Entire home/apt,799,2,57,2025-02-23,1.23,2,326,22,
48698547,East Downtown 2-Story Home w/ Private Yard,137294177,Shuka,,78702,30.27294,-97.72954,Entire home/apt,,30,1,2021-07-03,0.02,1,0,0,
48714735,Private Pool and Lake Views - Pinnacle Peak!,118565935,Renters Club,,78746,30.30852,-97.79413,Entire home/apt,5702,1,0,,,60,4,0,
48715048,Longhorn Lodge - In the Heart of Central Austin,1770424,Jason,,78705,30.29736,-97.74233,Entire home/apt,262,1,331,2025-02-21,6.84,8,267,87,
48722001,Weekday Value Rates in Exciting East Austin!,71135698,Stewart,,78702,30.25772,-97.71318,Entire home/apt,208,2,131,2025-02-09,2.72,3,165,23,
48732777,Walk to DT | The Outpost by Portoro,18253226,Portoro,,78704,30.245855,-97.753281,Entire home/apt,202,2,127,2025-02-18,2.63,90,335,35,
48735683,Premium East Austin Home | Hot Tub,319019112,Sam,,78741,30.22993,-97.69749,Entire home/apt,1046,1,78,2024-12-15,1.63,2,340,19,
48735777,"Cozy Austin home, minutes away from Airport",63253402,Reid,,78744,30.16309,-97.74463,Entire home/apt,,2,19,2023-10-30,0.58,4,0,0,
48735874,"The Capitol- Luxury Tiny Home in Austin, TX",388019784,Valerie,,78724,30.28444,-97.63612,Entire home/apt,,2,100,2025-02-09,2.08,5,0,8,
48741204,"Great Location for Austin, Dripping & Hill Country",393210736,Kathryn,,78737,30.20635,-97.99318,Entire home/apt,384,2,17,2022-10-16,0.36,1,125,0,
48750020,Mid-Century Modern in East Downtown,2436512,Crystal,,78702,30.25366,-97.72553,Entire home/apt,243,1,287,2025-02-24,5.92,7,307,65,
48757081,"Rivercrest Oasis with Private Dock, Pool & Hot Tub",188609091,Mason,,78746,30.33454,-97.8182,Entire home/apt,,2,17,2024-10-21,0.38,1,262,5,
48011113,"Holly Haven: Home Office, Lake Path & 6th/Eastside",9475947,Suana,,78702,30.25583,-97.73241,Entire home/apt,421,2,116,2025-03-10,2.36,5,357,25,
48015234,Sunset Suite with Kitchen on S Austin Urban Ranch,77585252,Lars,,78745,30.19184,-97.79538,Entire home/apt,172,3,129,2025-03-08,2.84,3,133,34,
48026236,Outdoor Oasis w/ Trail Access + Endless Amenities,387140642,Stephanie,,78717,30.51835,-97.73872,Entire home/apt,225,28,7,2024-10-31,0.56,1,310,6,
48030468,King Bed + Pool + Free Parking | Close To Zilker!,251180254,Jon - Austin Vacay,,78704,30.26183,-97.77375,Entire home/apt,147,1,206,2025-03-01,4.13,17,343,41,
48039141,Modern Cabins near Lake Austin w/ Cowboy Pool!,69246211,Ashley Ann,,78732,30.3336,-97.92432,Entire home/apt,241,2,144,2025-03-09,2.92,1,346,27,
48044613,Walkable Central Austin Cottage,46149113,David,,78756,30.30718,-97.74378,Entire home/apt,117,3,26,2025-03-12,1.43,1,58,16,
48058950,7 mi to DT modern house in 3B/2B Shaded outdoor ar,123027083,Lydia,,78745,30.19697,-97.79557,Entire home/apt,185,2,127,2025-02-23,2.58,2,270,39,
48066377,3-bedroom home in SoCo area,10768114,Michael And Helen,,78704,30.23385,-97.75254,Entire home/apt,364,2,92,2025-03-09,1.91,1,337,18,
48068444,William Cannon & South 1st St - Room 1A,10035646,Victor,,78745,30.19762,-97.79071,Private room,100,30,0,,,1,88,0,
48071617,"Studio near DT ATX, Zilker + free/easy parking",380320577,Ana Maria,,78704,30.25165,-97.76537,Entire home/apt,159,8,93,2025-02-02,1.90,4,192,23,
48081491,Cozy South Austin apt - 17 minutes to downtown!,180955964,Kierra,,78748,30.13801,-97.80034,Entire home/apt,,2,12,2021-07-11,0.25,1,0,0,
48101628,"3/2 10 min Downtown Near Restaurants, Pet-Friendly",369844945,Bre,,78723,30.31577,-97.69145,Entire home/apt,208,2,79,2025-02-02,1.62,7,162,21,
48103874,Delightful East ATX Suite |  Eco-Chic Retreat,18511496,Christine,,78724,30.28766,-97.66148,Entire home/apt,107,2,330,2025-03-10,6.83,2,0,61,
48106020,Beautiful 1BR @ Austin,375678301,Serenity,,78701,30.27127,-97.74665,Entire home/apt,263,2,2,2023-10-15,0.11,3,243,0,
48106239,Beautiful 3BR Presidential Suite in Austin,375678301,Serenity,,78701,30.27186,-97.7465,Entire home/apt,692,2,1,2024-02-17,0.08,3,90,0,
48106673,Beautiful Presidential Studio Suite in Austin,375678301,Serenity,,78701,30.27064,-97.74657,Entire home/apt,397,2,3,2024-01-15,0.15,3,90,0,
48111525,Charming Southwestern Abode near Downtown & Trails,387977994,Matthew,,78721,30.25753,-97.68425,Entire home/apt,,3,46,2024-12-29,0.94,1,0,16,
48117236,"The Bergstrom- Luxury Tiny Home in Austin, TX",388019784,Valerie,,78724,30.28686,-97.63727,Entire home/apt,,2,104,2024-10-21,2.14,5,0,6,
48117931,"The Zilker- Luxury Tiny Home in Austin, TX",388019784,Valerie,,78724,30.28687,-97.63668,Entire home/apt,,2,99,2024-10-13,2.02,5,0,6,
48122624,Little Gem in the Heart of Hyde Park,48287626,Mitchell,,78751,30.30626,-97.72643,Entire home/apt,104,10,18,2025-02-28,0.49,1,0,8,
48125741,Private apartment on South Congress,49893322,Hieu,,78745,30.201309403444114,-97.77607002641174,Entire home/apt,116,1,36,2025-03-02,1.03,1,73,29,
48134625,"Chill in Cherrywood Close to UT, Downtown",128772353,David,,78722,30.28888,-97.71911,Entire home/apt,233,2,121,2025-01-09,2.47,1,92,27,
48134851,"Ideal Zilker Home.  Bright, Spacious Austin Oasis",34455863,Jack,,78704,30.24965,-97.77575,Entire home/apt,580,2,75,2025-02-23,1.52,1,350,15,
48136476,East Austin Modern Comfort home,13107674,Balu,,78702,30.25947,-97.71215,Entire home/apt,375,4,5,2024-04-15,0.14,1,57,1,
48136605,♠ The Wanderlust Lodge ♥ Boutique Hipstel Hostel ♠,84767145,Lucy,,78723,30.28631,-97.68068,Shared room,31,2,66,2025-02-05,1.34,8,74,12,
48145817,N.Lamar. Economic Spot in Great Community 2,8167447,Martin,,78756,30.32006,-97.73119,Shared room,17,30,3,2023-09-05,0.09,97,255,0,
48145872,Sentral Studio Apt on East 6th St,385526414,Todd,,78702,30.26253,-97.72472,Entire home/apt,,1,657,2025-03-03,13.69,3,309,176,
48145875,Sentral 1 Bedroom Apt on East 6th St,385526414,Todd,,78702,30.26253,-97.72472,Entire home/apt,421,1,66,2025-02-15,1.37,3,306,10,
48145916,Sentral 1 Bedroom Apt on East 6th St,385531403,Todd,,78702,30.26301,-97.72527,Entire home/apt,484,1,315,2025-02-24,6.64,4,308,82,
48145921,Sentral 2 Bedroom Apt on East 6th St,385531403,Todd,,78702,30.26301,-97.72527,Entire home/apt,539,1,662,2025-02-24,13.83,4,291,87,
48147712,Work Remotely-Private Room/Bath South East Austin,299606671,Dina,,78747,30.13927,-97.76504,Private room,41,15,7,2024-04-25,0.15,23,365,1,
48147736,Dog Friendly Luxury Studio Double- South Congress,367670680,Martin,,78704,30.237497,-97.755234,Entire home/apt,,1,8,2024-10-22,0.17,15,0,3,
48147949,Luxury Studio Double on South Congress (3),367670680,Martin,,78704,30.237497,-97.755234,Entire home/apt,,2,19,2024-11-10,0.38,15,0,2,
48150209,South Austin Retreat,150495138,Christina,,78745,30.19562,-97.82936,Entire home/apt,249,3,78,2025-01-29,1.69,2,241,16,
48158463,East Austin Luxury Casita - Minutes from Downtown,50148335,Matt,,78721,30.27283,-97.68504,Entire home/apt,,1,133,2023-10-31,2.72,1,0,0,
48168570,North East Studio,388558546,Leida,,78724,30.30998,-97.64076,Private room,63,1,2,2021-10-24,0.05,1,89,0,
48180539,Two-Home 3rd St - Estate 6th Street - 4 min walk,293556347,UrbanStay,,78702,30.26026,-97.72866,Entire home/apt,834,1,33,2024-02-04,0.68,20,318,0,
48185394,Easy to South Congress + Fenced yard for Pup!,43804879,Brandon,,78741,30.22926,-97.73521,Entire home/apt,158,3,88,2025-03-07,1.86,1,3,25,
48190238,"Modern, 2/2 home minutes from airport and downtown",1193231,Carlo,,78741,30.2317,-97.69252,Entire home/apt,138,30,75,2023-03-27,1.55,1,179,0,
48202770,Front Room in Pioneer Hill,953053,Karen,,78754,30.35676,-97.66938,Private room,,365,0,,,1,0,0,
48211944,"Lakeland Escape, Home w/ access to Lake Austin",37934879,Jason,,78732,30.3322,-97.92774,Entire home/apt,225,2,52,2024-10-14,1.07,2,0,8,
48283322,"Cozy Condo near downtown, 6th st. ladybird lake",53316858,Allyson,,78741,30.23516,-97.73092,Entire home/apt,105,21,48,2024-12-12,1.00,2,103,10,
48284419,"Colorful, Unique Gem - Tiny Home East Downtown ATX",380621120,Katie,,78702,30.255138801677365,-97.735291728217,Entire home/apt,138,2,171,2025-03-02,3.52,1,77,28,
48286383,Work From Home/Private Room/Shared Bath,299606671,Dina,,78753,30.39105,-97.65052,Private room,38,7,2,2021-05-04,0.04,23,359,0,
